state,institution_name,composite_year,composite_score,institution_type,unitid,opeid,city,zip_code
ID,Aveda Institute Boise,2012,1.7,Proprietary,461652,04176700,Boise,83704-4406
ID,Aveda Institute Twin Falls,2016,1.8,Proprietary,142407,00987300,Twin Falls,83301-4154
ID,Aveda Institute Twin Falls,2015,2.9,Proprietary,142407,00987300,Twin Falls,83301-4154
ID,Aveda Institute Twin Falls,2014,2.9,Proprietary,142407,00987300,Twin Falls,83301-4154
ID,Beauty Institute Schwarzkopf Professional (The),2015,0,Proprietary,244491,02319800,Coeur D'Alene,83814-2822
ID,Beauty Institute Schwarzkopf Professional (The),2014,1.6,Proprietary,244491,02319800,Coeur D'Alene,83814-2822
ID,Boise Barber College,2015,3,Proprietary,476850,04203200,Boise,83704-5919
ID,Boise Barber College,2014,3,Proprietary,476850,04203200,Boise,83704-5919
ID,Boise Barber College,2013,2.2,Proprietary,476850,04203200,Boise,83704-5919
ID,Boise Barber College,2012,1,Proprietary,476850,04203200,Boise,83704-5919
ID,Boise Barber College,2011,1.8,Proprietary,476850,04203200,Boise,83704-5919
ID,Boise Barber College,2010,1.7,Proprietary,476850,04203200,Boise,83704-5919
ID,Boise Barber College a d.MARTiN Academy,2016,3,Proprietary,476850,04203200,Boise,83709-1695
ID,Boise Bible College,2016,1.4,Non-profit,142090,02234500,Boise,83714-1220
ID,Boise Bible College,2015,1.1,Non-Profit,142090,02234500,Boise,83714-1220
ID,Boise Bible College,2014,1.4,Non Profit,142090,02234500,Boise,83714-1220
ID,Boise Bible College,2013,2.4,Non Profit,142090,02234500,Boise,83714-1220
ID,Boise Bible College,2012,1.9,Non Profit,142090,02234500,Boise,83714-1220
ID,Boise Bible College,2011,1.3,Non-Profit,142090,02234500,Boise,83714-1220
ID,Boise Bible College,2010,1.6,Non Profit,142090,02234500,Boise,83714-1220
ID,Boise Bible College,2009,1.7,Private Non-Profit,142090,02234500,Boise,83714-1220
ID,Boise Bible College,2008,1.8,Non Profit,142090,02234500,Boise,83714-1220
ID,Boise Bible College,2007,2,Private Non-Profit,142090,02234500,Boise,83854-4422
ID,Boise Bible College,2006,2.2,Private Non-Profit,142090,02234500,Boise,83854-4422
ID,Brigham Young University - Idaho,2016,3,Non-profit,142522,00162500,Rexburg,83460-1650
ID,Brigham Young University - Idaho,2015,3,Non-Profit,142522,00162500,Rexburg,83460-1650
ID,Brigham Young University - Idaho,2014,3,Non Profit,142522,00162500,Rexburg,83460-1650
ID,Brigham Young University - Idaho,2013,3,Non Profit,142522,00162500,Rexburg,83460-1650
ID,Brigham Young University-Idaho,2012,3,Non Profit,142522,00162500,Rexburg,83460-1650
ID,Brigham Young University-Idaho,2011,3,Non-Profit,142522,00162500,Rexburg,83460-1650
ID,Brigham Young University-Idaho,2010,3,Non Profit,142522,00162500,Rexburg,83460-1650
ID,Brigham Young University-Idaho,2009,3,Private Non-Profit,142522,00162500,Rexburg,83460-1650
ID,Brigham Young University-Idaho,2008,2.6,Non Profit,142522,00162500,Rexburg,83460-1650
ID,Brigham Young University-Idaho,2007,3,Private Non-Profit,142522,00162500,Rexburg,83460-1650
ID,Brigham Young University-Idaho,2006,3,Private Non-Profit,142522,00162500,Rexburg,83460-1650
ID,Carrington College,2016,2.1,Proprietary,142054,02218000,Boise,83704-0000
ID,Carrington College,2015,1.9,Proprietary,142054,02218000,Boise,83704-0000
ID,College of Idaho (The),2016,3,Non-profit,142294,00161700,Caldwell,83605-4432
ID,College of Idaho (The),2015,2.2,Non-Profit,142294,00161700,Caldwell,83605-4432
ID,College of Idaho (The),2014,2.2,Non Profit,142294,00161700,Caldwell,83605-4432
ID,College of Idaho (The),2013,3,Non Profit,142294,00161700,Caldwell,83605-4432
ID,College of Idaho (The),2012,3,Non Profit,142294,00161700,Caldwell,83605-4432
ID,College of Idaho (The),2011,2.2,Non-Profit,142294,00161700,Caldwell,83605-4432
ID,College of Idaho (The),2010,3,Non Profit,142294,00161700,Caldwell,83605-4432
ID,College of Idaho (The),2009,3,Private Non-Profit,142294,00161700,Caldwell,83605-4432
ID,College of Idaho (The),2008,2.2,Non Profit,142294,00161700,Caldwell,83605-4432
ID,College of Idaho (The),2007,3,Private Non-Profit,142294,00161700,Caldwell,83605-4432
ID,College of Idaho (The),2006,3,Private Non-Profit,142294,00161700,Caldwell,83605-4432
ID,College of Massage Therapy,2016,3,Proprietary,460808,04168600,Blackfoot,83221-1758
ID,College of Massage Therapy,2015,3,Proprietary,460808,04168600,Blackfoot,83221-1758
ID,College of Massage Therapy,2014,2.3,Proprietary,460808,04168600,Blackfoot,83221-1758
ID,College of Massage Therapy,2013,2.4,Proprietary,460808,04168600,Blackfoot,83221-1758
ID,College of Massage Therapy,2012,1,Proprietary,460808,04168600,Blackfoot,83221-1758
ID,College of Massage Therapy,2011,2.8,Proprietary,460808,04168600,Blackfoot,83221-1758
ID,College of Massage Therapy,2010,1.3,Proprietary,460808,04168600,Blackfoot,83221-1758
ID,College of Massage Therapy,2009,3,Proprietary,460808,04168600,Blackfoot,83221-1758
ID,Cosmetology School of Arts and Sciences,2016,1.7,Proprietary,445780,03832400,Burley,83318-1327
ID,Cosmetology School of Arts and Sciences,2015,2,Proprietary,445780,03832400,Burley,83318-1327
ID,Cosmetology School of Arts and Sciences,2014,1.8,Proprietary,445780,03832400,Burley,83318-1327
ID,Cosmetology School of Arts and Sciences,2013,2.4,Proprietary,445780,03832400,Burley,83318-1327
ID,Cosmetology School of Arts and Sciences,2012,1,Proprietary,445780,03832400,Burley,83318-1327
ID,Cosmetology School of Arts and Sciences,2011,1.3,Proprietary,445780,03832400,Burley,83318-1327
ID,Cosmetology School of Arts and Sciences,2010,2.1,Proprietary,445780,03832400,Burley,83318-1327
ID,Cosmetology School of Arts and Sciences,2009,1.5,Proprietary,445780,03832400,Burley,83318-1327
ID,Cosmetology School of Arts and Sciences,2008,1.7,Proprietary,445780,03832400,Burley,83318-1327
ID,Cosmetology School of Arts and Sciences,2007,1.8,Proprietary,445780,03832400,Burley,83318-1327
ID,Cosmetology School of Arts and Sciences,2006,0.8,Proprietary,445780,03832400,Burley,83318-1327
ID,D & L Academy of Hair Design,2014,2.7,Proprietary,457493,04150600,Twin Falls,83301-6229
ID,D & L Academy of Hair Design,2013,2.9,Proprietary,457493,04150600,Twin Falls,83301-6229
ID,D & L Academy of Hair Design,2012,2.8,Proprietary,457493,04150600,Twin Falls,83301-6229
ID,D & L Academy of Hair Design,2011,2.7,Proprietary,457493,04150600,Twin Falls,83301-6229
ID,D & L Academy of Hair Design,2010,2.8,Proprietary,457493,04150600,Twin Falls,83301-6229
ID,D & L Academy of Hair Design,2009,1.8,Proprietary,457493,04150600,Twin Falls,83301-6229
ID,D & L Academy of Hair Design,2008,1.8,Proprietary,457493,04150600,Twin Falls,83301-6229
ID,D'Shaw Institute of Cosmetology,2011,3,Proprietary,461652,04176700,Boise,83704-4406
ID,D'Shaw Institute of Cosmetology,2010,3,Proprietary,461652,04176700,Boise,83704-4406
ID,D'Shaw Institute of Cosmetology,2009,2.9,Proprietary,461652,04176700,Boise,83704-4406
ID,Elevate Salon Institute,2016,1.5,Proprietary,142489,02314000,Chubbuck,83202-3110
ID,Elevate Salon Institute,2015,1.5,Proprietary,142489,02314000,Chubbuck,83202-3110
ID,Evans Hairstyling College,2016,2.1,Proprietary,454935,04134300,Rexburg,83440-5277
ID,Evans Hairstyling College,2015,1.7,Proprietary,454935,04134300,Rexburg,83440-5277
ID,Evans Hairstyling College,2014,2,Proprietary,454935,04134300,Rexburg,83440-5277
ID,Evans Hairstyling College,2013,1.7,Proprietary,454935,04134300,Rexburg,83440-5277
ID,Evans Hairstyling College,2012,1.9,Proprietary,454935,04134300,Rexburg,83440-5277
ID,Evans Hairstyling College,2011,2.8,Proprietary,454935,04134300,Rexburg,83440-5277
ID,Evans Hairstyling College,2010,1.9,Proprietary,454935,04134300,Rexburg,83440-5277
ID,Evans Hairstyling College,2009,2.4,Proprietary,454935,04134300,Rexburg,83440-5277
ID,Evans Hairstyling College,2008,2.7,Proprietary,454935,04134300,Rexburg,83440-5277
ID,Evans Hairstyling College,2007,3,Proprietary,454935,04134300,Rexburg,83440-5277
ID,Evans Hairstyling College,2006,3,Proprietary,454935,04134300,Rexburg,83440-5277
ID,Hair Academy Paul Mitchell Partner School (The),2012,1.5,Proprietary,454944,04144500,Rexburg,83440-2600
ID,Hair Academy Paul Mitchell Partner School (The),2011,1.5,Proprietary,454944,04144500,Rexburg,83440-2600
ID,Hair Academy Paul Mitchell Partner School (The),2010,1.7,Proprietary,454944,04144500,Rexburg,83440-2600
ID,Hair Academy Paul Mitchell Partner School (The),2009,2.6,Proprietary,454944,04144500,Rexburg,83440-2600
ID,Hair Academy Paul Mitchell Partner School (The),2008,1,Proprietary,454944,04144500,Rexburg,83440-2600
ID,Hair Academy Paul Mitchell Partner School (The),2007,1.5,Proprietary,454944,04144500,Rexburg,83440-2600
ID,Hair Academy Paul Mitchell Partner School (The),2006,1.5,Proprietary,454944,04144500,Rexburg,83440-2600
ID,Headmasters School of Hair Design,2016,3,Proprietary,247010,02349200,Lewiston,83501-1834
ID,Headmasters School of Hair Design,2015,3,Proprietary,247010,02349200,Lewiston,83501-1834
ID,Headmasters School of Hair Design,2014,1.6,Proprietary,247010,02349200,Lewiston,83501-1834
ID,Headmasters School of Hair Design,2013,2.8,Proprietary,247010,02349200,Lewiston,83501-1834
ID,Headmasters School of Hair Design,2012,1.7,Proprietary,247010,02349200,Lewiston,83501-1834
ID,Headmasters School of Hair Design,2011,2.7,Proprietary,247010,02349200,Lewiston,83501-1834
ID,Headmasters School of Hair Design,2010,1.7,Proprietary,247010,02349200,Lewiston,83501-1834
ID,Headmasters School of Hair Design,2009,2.2,Proprietary,247010,02349200,Lewiston,83501-1834
ID,Headmasters School of Hair Design,2008,1.6,Proprietary,247010,02349200,Lewiston,83501-1834
ID,Headmasters School of Hair Design,2007,3,Proprietary,247010,02349200,Lewiston,83501-1834
ID,Headmasters School of Hair Design,2006,-0.6,Proprietary,247010,02349200,Lewiston,83501-1834
ID,ITT Technical Institute,2009,2.3,Proprietary,142337,00455300,Boise,83713-1529
ID,ITT Technical Institute,2008,2.5,Proprietary,142337,00455300,Boise,83713-1529
ID,ITT Technical Institute,2007,1.9,Proprietary,142337,00455300,Boise,37615-4423
ID,ITT Technical Institute,2006,2.2,Proprietary,142337,00455300,Boise,37615-4423
ID,Joseph Charles Institute of Cosmetology,2013,2.7,Proprietary,142407,00987300,Twin Falls,83301-4154
ID,Joseph Charles Institute of Cosmetology,2012,1.7,Proprietary,142407,00987300,Twin Falls,83301-4154
ID,Joseph Charles Institute of Cosmetology,2011,2,Proprietary,142407,00987300,Twin Falls,83301-4154
ID,Master Educators Beauty School,2015,3,Proprietary,,04163800,Twin Falls,83301-4118
ID,Master Educators Beauty School,2014,3,Proprietary,,04163800,Twin Falls,83301-4118
ID,Master Educators Beauty School,2013,3,Proprietary,,04163800,Twin Falls,83301-4118
ID,Master Educators Beauty School,2012,3,Proprietary,,04163800,Twin Falls,83301-4118
ID,Master Educators Beauty School,2011,1.9,Proprietary,,04163800,Twin Falls,83301-4118
ID,Master Educators Beauty School,2010,1.6,Proprietary,,04163800,Twin Falls,83301-4118
ID,Master Educators Beauty School,2009,0.6,Proprietary,,04163800,Twin Falls,83301-4118
ID,Master Educators Beauty School,2008,1.8,Proprietary,,04163800,Twin Falls,83301-4118
ID,Milan Institute,2009,2.7,Proprietary,442657,03098700,Boise,83704-8320
ID,Milan Institute,2008,2.8,Proprietary,442657,03098700,Boise,83704-8320
ID,Milan Institute,2007,2.5,Proprietary,442657,03098700,Boise,83704-8320
ID,Milan Institute,2006,1.6,Proprietary,442657,03098700,Boise,83704-8320
ID,Mr. Juan's College of Hair Design,2010,1.6,Proprietary,142407,00987300,Twin Falls,83301-4154
ID,Mr. Juan's College of Hair Design,2009,2.1,Proprietary,142407,00987300,Twin Falls,83301-4154
ID,Mr. Juan's College of Hair Design,2008,2.7,Proprietary,142407,00987300,Twin Falls,83301-4154
ID,Mr. Juan's College of Hair Design,2007,2.4,Proprietary,142407,00987300,Twin Falls,83301-4154
ID,Mr. Juan's College of Hair Design,2006,2.5,Proprietary,142407,00987300,Twin Falls,83301-4154
ID,Mr. Leon's School of Hair Design,2016,1.5,Proprietary,142416,02275800,Moscow,83843-3040
ID,Mr. Leon's School of Hair Design,2015,2,Proprietary,142416,02275800,Moscow,83843-3040
ID,Mr. Leon's School of Hair Design,2014,1.9,Proprietary,142416,02275800,Moscow,83843-3040
ID,Mr. Leon's School of Hair Design,2013,2.1,Proprietary,142416,02275800,Moscow,83843-3040
ID,Mr. Leon's School of Hair Design,2012,2,Proprietary,142416,02275800,Moscow,83843-3040
ID,Mr. Leon's School of Hair Design,2011,1.6,Proprietary,142416,02275800,Moscow,83843-3040
ID,Mr. Leon's School of Hair Design,2010,1.6,Proprietary,142416,02275800,Moscow,83843-3040
ID,Mr. Leon's School of Hair Design,2009,1.7,Proprietary,142416,02275800,Moscow,83843-3040
ID,Mr. Leon's School of Hair Design,2008,1.6,Proprietary,142416,02275800,Moscow,83843-3040
ID,Mr. Leon's School of Hair Design,2007,2.3,Proprietary,142416,02275800,Moscow,83501-1910
ID,Mr. Leon's School of Hair Design,2006,2.1,Proprietary,142416,02275800,Moscow,83501-1910
ID,Nicholas Jay Salon & Spa Academy,2014,2.5,Proprietary,247047,02559500,Nampa,83686-5104
ID,Northwest Nazarene University,2016,2.9,Non-profit,142461,00162400,Nampa,83686-5897
ID,Northwest Nazarene University,2015,2.6,Non-Profit,142461,00162400,Nampa,83686-5897
ID,Northwest Nazarene University,2014,3,Non Profit,142461,00162400,Nampa,83686-5897
ID,Northwest Nazarene University,2013,3,Non Profit,142461,00162400,Nampa,83686-5897
ID,Northwest Nazarene University,2012,2.8,Non Profit,142461,00162400,Nampa,83686-5897
ID,Northwest Nazarene University,2011,2.7,Non-Profit,142461,00162400,Nampa,83686-5897
ID,Northwest Nazarene University,2010,2.7,Non Profit,142461,00162400,Nampa,83686-5897
ID,Northwest Nazarene University,2009,2.4,Private Non-Profit,142461,00162400,Nampa,83686-5897
ID,Northwest Nazarene University,2008,3,Non Profit,142461,00162400,Nampa,83686-5897
ID,Northwest Nazarene University,2007,3,Private Non-Profit,142461,00162400,Nampa,83702-7709
ID,Northwest Nazarene University,2006,3,Private Non-Profit,142461,00162400,Nampa,83702-7709
ID,Oliver Finley Academy of Cosmetology,2016,1.2,Proprietary,455859,04155200,Boise,83714-2900
ID,Oliver Finley Academy of Cosmetology,2015,1.6,Proprietary,455859,04155200,Boise,83714-2900
ID,Oliver Finley Academy of Cosmetology,2014,1.7,Proprietary,455859,04155200,Garden City,83714-2900
ID,Oliver Finley Academy of Cosmetology,2013,2.2,Proprietary,455859,04155200,Garden City,83714-2900
ID,Oliver Finley Academy of Cosmetology,2012,1.7,Proprietary,455859,04155200,Garden City,83714-2900
ID,Oliver Finley Academy of Cosmetology,2011,3,Proprietary,455859,04155200,Garden City,83714-2900
ID,Oliver Finley Academy of Cosmetology,2010,2.8,Proprietary,455859,04155200,Garden City,83714-2900
ID,Oliver Finley Academy of Cosmetology,2009,2.8,Proprietary,455859,04155200,Boise,83704-8011
ID,Oliver Finley Academy of Cosmetology,2008,1.5,Proprietary,455859,04155200,Garden City,83714-2900
ID,Paul Mitchell The School Boise,2016,1.8,Proprietary,260929,02607100,Boise,83709-1662
ID,Paul Mitchell The School Boise,2015,1.6,Proprietary,260929,02607100,Boise,83709-1662
ID,Paul Mitchell The School Boise,2014,1.5,Proprietary,260929,02607100,Boise,83709-1662
ID,Paul Mitchell The School Boise,2013,1.6,Proprietary,260929,02607100,Boise,83709-1662
ID,Paul Mitchell The School Boise,2012,1.7,Proprietary,260929,02607100,Boise,83709-1662
ID,Paul Mitchell The School Boise,2011,1.5,Proprietary,260929,02607100,Boise,83709-1662
ID,Paul Mitchell The School Boise,2010,2,Proprietary,260929,02607100,Boise,83709-1662
ID,Paul Mitchell The School Boise,2009,1.5,Proprietary,260929,02607100,Boise,83709-1662
ID,Paul Mitchell The School Boise,2008,1.5,Proprietary,260929,02607100,Boise,83709-1662
ID,Paul Mitchell The School Rexburg,2016,1.8,Proprietary,454944,04144500,Rexburg,83440-2600
ID,Paul Mitchell The School Rexburg,2015,1.9,Proprietary,454944,04144500,Rexburg,83440-2600
ID,Paul Mitchell The School Rexburg,2014,1.8,Proprietary,454944,04144500,Rexburg,83440-2600
ID,Paul Mitchell The School Rexburg,2013,2.4,Proprietary,454944,04144500,Rexburg,83440-2600
ID,Razzle Dazzle College of Hair Design,2013,3,Proprietary,247047,02559500,Nampa,83686-5104
ID,Razzle Dazzle College of Hair Design,2012,2.8,Proprietary,247047,02559500,Nampa,83686-5104
ID,Razzle Dazzle College of Hair Design,2011,2.8,Proprietary,247047,02559500,Nampa,83686-5104
ID,Razzle Dazzle College of Hair Design,2010,1.5,Proprietary,247047,02559500,Nampa,83686-5104
ID,Razzle Dazzle College of Hair Design,2009,1.5,Proprietary,247047,02559500,Nampa,83686-5104
ID,Razzle Dazzle College of Hair Design,2008,1.8,Proprietary,247047,02559500,Nampa,83686-5104
ID,Razzle Dazzle College of Hair Design,2007,2.1,Proprietary,247047,02559500,Nampa,83686-5104
ID,Razzle Dazzle College of Hair Design,2006,1.6,Proprietary,247047,02559500,Nampa,83686-5104
ID,Salon Professional Academy (The),2016,1.8,Proprietary,247047,02559500,Nampa,83686-5104
ID,Salon Professional Academy (The),2015,1.5,Proprietary,247047,02559500,Nampa,83686-5104
ID,School of Hairstyling (The),2014,2.6,Proprietary,142489,02314000,Chubbuck,83202-3110
ID,School of Hairstyling (The),2013,1.8,Proprietary,142489,02314000,Chubbuck,83202-3110
ID,School of Hairstyling (The),2012,2,Proprietary,142489,02314000,Chubbuck,83202-3110
ID,School of Hairstyling (The),2011,2.3,Proprietary,142489,02314000,Chubbuck,83202-3110
ID,School of Hairstyling (The),2010,2.4,Proprietary,142489,02314000,Chubbuck,83202-3110
ID,School of Hairstyling (The),2009,2.5,Proprietary,142489,02314000,Chubbuck,83202-3110
ID,School of Hairstyling (The),2008,1.7,Proprietary,142489,02314000,Chubbuck,83202-3110
ID,School of Hairstyling (The),2007,2.5,Proprietary,142489,02314000,Chubbuck,83202-3110
ID,School of Hairstyling (The),2006,1.6,Proprietary,142489,02314000,Chubbuck,83202-3110
ID,Scot Lewis Schools - Paul Mitchell Partner School,2007,1.5,Proprietary,260929,02607100,Boise,83709-1662
ID,Scot Lewis Schools - Paul Mitchell Partner School,2006,0.4,Proprietary,260929,02607100,Boise,83709-1662
ID,Toni&Guy Hairdressing Academy,2013,2.3,Proprietary,244491,02319800,Coeur D'Alene,83814-2822
ID,Toni&Guy Hairdressing Academy,2012,1.8,Proprietary,244491,02319800,Coeur D'Alene,83814-2822
ID,Toni&Guy Hairdressing Academy,2011,1.5,Proprietary,244491,02319800,Coeur D'Alene,83814-2822
ID,Toni&Guy Hairdressing Academy,2010,1.5,Proprietary,244491,02319800,Coeur D'Alene,83814-2822
ID,Toni&Guy Hairdressing Academy,2009,1.5,Proprietary,244491,02319800,Coeur D'Alene,83814-2822
ID,Toni&Guy Hairdressing Academy,2008,-0.2,Proprietary,244491,02319800,Coeur D'Alene,83814-2822
ID,Toni&Guy Hairdressing Academy,2007,-0.7,Proprietary,244491,02319800,Coeur D'Alene,83705-2636
ID,Toni&Guy Hairdressing Academy,2006,1.5,Proprietary,244491,02319800,Coeur D'Alene,83705-2636
ID,Urban 113 School of Cosmetology,2016,0.2,Proprietary,457493,04150600,Twin Falls,83301-6229
ID,Urban 113 School of Cosmetology,2015,1.6,Proprietary,457493,04150600,Twin Falls,83301-6229
ID,Velvet Touch Academy of Cosmetology,2013,2.7,Proprietary,,04194800,Nampa,83687-5020
ID,Velvet Touch Academy of Cosmetology,2012,3,Proprietary,,04194800,Nampa,83687-5020
ID,Velvet Touch Academy of Cosmetology,2011,1.1,Proprietary,,04194800,Nampa,83687-5020
ID,Velvet Touch Academy of Cosmetology,2010,2.3,Proprietary,,04194800,Nampa,83687-5020
IL,Adler School of Professional Psychology,2012,2.1,Non Profit,142832,02068100,Chicago,60602-7298
IL,Adler School of Professional Psychology,2011,1.4,Non-Profit,142832,02068100,Chicago,60602-7298
IL,Adler School of Professional Psychology,2010,1.4,Non Profit,142832,02068100,Chicago,60602-7298
IL,Adler School of Professional Psychology,2009,2,Private Non-Profit,142832,02068100,Chicago,60602-7298
IL,Adler School of Professional Psychology,2008,2.3,Non Profit,142832,02068100,Chicago,60602-7298
IL,Adler School of Professional Psychology,2007,2.2,Private Non-Profit,142832,02068100,Chicago,46805-4749
IL,Adler School of Professional Psychology,2006,2.1,Private Non-Profit,142832,02068100,Chicago,46805-4749
IL,Adler University,2016,1.1,Non-profit,142832,02068100,Chicago,60602-7298
IL,Adler University,2015,2.2,Non-Profit,142832,02068100,Chicago,60602-7298
IL,Adler University,2014,2.2,Non Profit,142832,02068100,Chicago,60602-7298
IL,Adler University,2013,1.9,Non Profit,142832,02068100,Chicago,60602-7298
IL,Advocate Trinity Hospital School of Radiologic Technology,2009,2.9,Private Non-Profit,148919,00418100,Chicago,60617-3982
IL,Advocate Trinity Hospital School of Radiologic Technology,2008,1.9,Non Profit,148919,00418100,Chicago,60617-3982
IL,Advocate Trinity Hospital School of Radiologic Technology,2007,2.9,Private Non-Profit,148919,00418100,Chicago,60617-3982
IL,Advocate Trinity Hospital School of Radiologic Technology,2006,3,Private Non-Profit,148919,00418100,Chicago,60617-3982
IL,Alvareita's College of Cosmetology,2014,3,Proprietary,142869,00832800,Edwardsville,62025-2041
IL,Alvareita's College of Cosmetology,2013,3,Proprietary,142869,00832800,Edwardsville,62025-2041
IL,Alvareita's College of Cosmetology,2012,2.8,Proprietary,142869,00832800,Edwardsville,62025-2041
IL,Alvareita's College of Cosmetology,2011,3,Proprietary,142869,00832800,Edwardsville,62025-2041
IL,Alvareita's College of Cosmetology,2010,3,Proprietary,142869,00832800,Edwardsville,62025-2041
IL,Alvareita's College of Cosmetology,2009,2.9,Proprietary,142869,00832800,Edwardsville,62025-2041
IL,Alvareita's College of Cosmetology,2008,2.2,Proprietary,142869,00832800,Edwardsville,62025-2041
IL,Alvareita's College of Cosmetology,2007,2.8,Proprietary,142869,00832800,Edwardsville,62226-4735
IL,Alvareita's College of Cosmetology,2006,3,Proprietary,142869,00832800,Edwardsville,62226-4735
IL,Ambria College of Nursing,2016,1.5,Proprietary,457527,04124700,Hoffman Estates,60192-3712
IL,Ambria College of Nursing,2015,3,Proprietary,457527,04124700,Hoffman Estates,60192-3712
IL,Ambria College of Nursing,2013,3,Proprietary,457527,04124700,Hoffman Estates,60192-3712
IL,Ambria College of Nursing,2012,3,Proprietary,457527,04124700,Hoffman Estates,60192-3712
IL,American Academy of Art,2016,-0.3,Proprietary,142887,00162800,Chicago,60604-4302
IL,American Academy of Art,2015,0.2,Proprietary,142887,00162800,Chicago,60604-4302
IL,American Academy of Art,2014,3,Proprietary,142887,00162800,Chicago,60604-4302
IL,American Academy of Art,2013,3,Proprietary,142887,00162800,Chicago,60604-4302
IL,American Academy of Art,2012,3,Proprietary,142887,00162800,Chicago,60604-4302
IL,American Academy of Art,2011,3,Proprietary,142887,00162800,Chicago,60604-4302
IL,American Academy of Art,2010,3,Proprietary,142887,00162800,Chicago,60604-4302
IL,American Academy of Art,2009,3,Proprietary,142887,00162800,Chicago,60604-4302
IL,American Academy of Art,2008,3,Proprietary,142887,00162800,Chicago,60604-4302
IL,American Academy of Art,2007,3,Proprietary,142887,00162800,Chicago,60604-4302
IL,American Academy of Art,2006,3,Proprietary,142887,00162800,Chicago,60604-4302
IL,American Career College of Hair Design,2009,-0.7,Proprietary,365107,03721400,Berwyn,60402-0000
IL,American Career College of Hair Design,2008,-0.4,Proprietary,365107,03721400,Berwyn,60402-0000
IL,American Career College of Hair Design,2007,0.2,Proprietary,365107,03721400,Berwyn,60402-0000
IL,American Career College of Hair Design,2006,0.5,Proprietary,365107,03721400,Berwyn,60402-0000
IL,American College of Education,2009,-1,Proprietary,449889,04151300,Chicago,60606-2948
IL,American InterContinental University,2016,1.9,Proprietary,445027,02113600,Schaumburg,60173-2007
IL,Americare Institute,2011,3,Proprietary,457527,04124700,Hanover Park,60133-5456
IL,Americare Institute,2010,3,Proprietary,457527,04124700,Hanover Park,60133-5456
IL,Americare Institute,2009,2.7,Proprietary,457527,04124700,Hanover Park,60133-5456
IL,Americare Institute,2008,3,Proprietary,457527,04124700,Hanover Park,60133-5456
IL,Americare Technical School,2014,2.1,Proprietary,,04244600,Park Ridge,60068-3143
IL,Augustana College,2016,3,Non-profit,143084,00163300,Rock Island,61201-2296
IL,Augustana College,2015,2.5,Non-Profit,143084,00163300,Rock Island,61201-2296
IL,Augustana College,2014,2.7,Non Profit,143084,00163300,Rock Island,61201-2296
IL,Augustana College,2013,3,Non Profit,143084,00163300,Rock Island,61201-2296
IL,Augustana College,2012,3,Non Profit,143084,00163300,Rock Island,61201-2296
IL,Augustana College,2011,3,Non-Profit,143084,00163300,Rock Island,61201-2296
IL,Augustana College,2010,3,Non Profit,143084,00163300,Rock Island,61201-2296
IL,Augustana College,2009,3,Private Non-Profit,143084,00163300,Rock Island,61201-2296
IL,Augustana College,2008,2.2,Non Profit,143084,00163300,Rock Island,61201-2296
IL,Augustana College,2007,2.2,Private Non-Profit,143084,00163300,Rock Island,61201-2296
IL,Augustana College,2006,3,Private Non-Profit,143084,00163300,Rock Island,61201-2296
IL,Aurora University,2016,3,Non-profit,143118,00163400,Aurora,60506-4892
IL,Aurora University,2015,2.7,Non-Profit,143118,00163400,Aurora,60506-4892
IL,Aurora University,2014,3,Non Profit,143118,00163400,Aurora,60506-4892
IL,Aurora University,2013,3,Non Profit,143118,00163400,Aurora,60506-4892
IL,Aurora University,2012,3,Non Profit,143118,00163400,Aurora,60506-4892
IL,Aurora University,2011,3,Non-Profit,143118,00163400,Aurora,60506-4892
IL,Aurora University,2010,3,Non Profit,143118,00163400,Aurora,60506-4892
IL,Aurora University,2009,2.9,Private Non-Profit,143118,00163400,Aurora,60506-4892
IL,Aurora University,2008,2.4,Non Profit,143118,00163400,Aurora,60506-4892
IL,Aurora University,2007,3,Private Non-Profit,143118,00163400,Aurora,60134-0000
IL,Aurora University,2006,3,Private Non-Profit,143118,00163400,Aurora,60134-0000
IL,Aveda Institute Chicago,2009,2.1,Proprietary,455877,04141000,Chicago,60657-0000
IL,Aveda Institute Chicago,2008,1.7,Proprietary,455877,04141000,Chicago,60657-0000
IL,Aveda Institute Chicago,2007,1.6,Proprietary,455877,04141000,Chicago,60647-0000
IL,Aveda Institute Chicago,2006,1.6,Proprietary,455877,04141000,Chicago,60647-0000
IL,Bell Mar Beauty College,2016,1.5,Proprietary,364760,02536700,Cicero,60804-2129
IL,Bell Mar Beauty College,2015,1.6,Proprietary,364760,02536700,Cicero,60804-2129
IL,Bell Mar Beauty College,2014,2.1,Proprietary,364760,02536700,Cicero,60804-2129
IL,Bell Mar Beauty College,2013,1.6,Proprietary,364760,02536700,Cicero,60804-2129
IL,Bell Mar Beauty College,2012,1.9,Proprietary,364760,02536700,Cicero,60804-2129
IL,Bell Mar Beauty College,2011,2.2,Proprietary,364760,02536700,Cicero,60804-2129
IL,Bell Mar Beauty College,2010,2,Proprietary,364760,02536700,Cicero,60804-2129
IL,Bell Mar Beauty College,2009,0.7,Proprietary,364760,02536700,Cicero,60804-2129
IL,Bell Mar Beauty College,2008,1.5,Proprietary,364760,02536700,Cicero,60804-2129
IL,Bell Mar Beauty College,2007,1.9,Proprietary,364760,02536700,Cicero,60804-2129
